uuid	gene_curie	gene_symbol	disease_curie	disease_title	disease_original_curie	disease_original_title	classification_curie	classification_title	moi_curie	moi_title	submitter_curie	submitter_title	submitted_as_hgnc_id	submitted_as_hgnc_symbol	submitted_as_disease_id	submitted_as_disease_name	submitted_as_moi_id	submitted_as_moi_name	submitted_as_submitter_id	submitted_as_submitter_name	submitted_as_classification_id	submitted_as_classification_name	submitted_as_date	submitted_as_public_report_url	submitted_as_notes	submitted_as_pmids	submitted_as_assertion_criteria_url	submitted_as_submission_id	submitted_run_date
GENCC_000110-HGNC_3052-Orphanet_369992-HP_0000007-GENCC_100009	HGNC:3052	DSP	MONDO:0014218	severe dermatitis-multiple allergies-metabolic wasting syndrome	Orphanet:369992	Orphanet:369992	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:3052	DSP	Orphanet:369992	Severe dermatitis-multiple allergies-metabolic wasting syndrome	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	26073755[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15895	2021-09-14
GENCC_000110-HGNC_3054-Orphanet_99789-HP_0000006-GENCC_100009	HGNC:3054	DSPP	MONDO:0007436	dentin dysplasia type I	Orphanet:99789	Orphanet:99789	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3054	DSPP	Orphanet:99789	Dentin dysplasia type I	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	NULL	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15896	2021-09-14
GENCC_000110-HGNC_13273-Orphanet_95716-HP_0000007-GENCC_100009	HGNC:13273	DUOX2	MONDO:0010132	familial thyroid dyshormonogenesis	Orphanet:95716	Orphanet:95716	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:13273	DUOX2	Orphanet:95716	Familial thyroid dyshormonogenesis	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20537182[PMID]_21543982[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15900	2021-09-14
GENCC_000110-HGNC_468-Orphanet_45-HP_0000007-GENCC_100009	HGNC:468	AMPD1	MONDO:0013028	adenosine monophosphate deaminase deficiency	Orphanet:45	Orphanet:45	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:468	AMPD1	Orphanet:45	Adenosine monophosphate deaminase deficiency	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	NULL	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15926	2021-09-14
GENCC_000110-HGNC_473-Orphanet_289863-HP_0000005-GENCC_100009	HGNC:473	AMT	MONDO:0015010	atypical glycine encephalopathy	Orphanet:289863	Orphanet:289863	GENCC:100009	Supportive	HP:0000005	Unknown	GENCC:000110	Orphanet	HGNC:473	AMT	Orphanet:289863	Atypical glycine encephalopathy	HP:0000005	Unknown	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301531[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15929	2021-09-14
GENCC_000110-HGNC_13210-Orphanet_791-HP_0000006-GENCC_100009	HGNC:13210	ARL6	MONDO:0019200	retinitis pigmentosa	Orphanet:791	Orphanet:791	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:13210	ARL6	Orphanet:791	Retinitis pigmentosa	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301590[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15949	2021-09-14
GENCC_000110-HGNC_3356-Orphanet_758-HP_0000007-GENCC_100009	HGNC:3356	ENPP1	MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	Orphanet:758	Orphanet:758	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:3356	ENPP1	Orphanet:758	Pseudoxanthoma elasticum	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	25615550[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15981	2021-09-14
GENCC_000110-HGNC_3439-Orphanet_90322-HP_0000007-GENCC_100009	HGNC:3439	ERCC8	MONDO:0019570	Cockayne syndrome type 2	Orphanet:90322	Orphanet:90322	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:3439	ERCC8	Orphanet:90322	Cockayne syndrome type 2	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301516[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	15992	2021-09-14
GENCC_000110-HGNC_3542-Orphanet_391320-HP_0000006-GENCC_100009	HGNC:3542	F5	MONDO:0011615	East Texas bleeding disorder	Orphanet:391320	Orphanet:391320	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3542	F5	Orphanet:391320	East Texas bleeding disorder	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	23979162[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16014	2021-09-14
GENCC_000110-HGNC_3583-Orphanet_3412-HP_0000007-GENCC_100009	HGNC:3583	FANCB	MONDO:0010172	VACTERL with hydrocephalus	Orphanet:3412	Orphanet:3412	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:3583	FANCB	Orphanet:3412	VACTERL with hydrocephalus	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	21910217[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16021	2021-09-14
GENCC_000110-HGNC_3603-Orphanet_91387-HP_0000006-GENCC_100009	HGNC:3603	FBN1	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	Orphanet:91387	Orphanet:91387	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3603	FBN1	Orphanet:91387	Familial thoracic aortic aneurysm and aortic dissection	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301299[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16032	2021-09-14
GENCC_000110-HGNC_3666-Orphanet_2363-HP_0000006-GENCC_100009	HGNC:3666	FGF10	MONDO:0007872	LADD syndrome	Orphanet:2363	Orphanet:2363	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3666	FGF10	Orphanet:2363	Lacrimoauriculodentodigital syndrome	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	16630169[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16043	2021-09-14
GENCC_000110-HGNC_3671-Orphanet_98764-HP_0000006-GENCC_100009	HGNC:3671	FGF14	MONDO:0012247	spinocerebellar ataxia type 27	Orphanet:98764	Orphanet:98764	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3671	FGF14	Orphanet:98764	Spinocerebellar ataxia type 27	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	NULL	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16044	2021-09-14
GENCC_000110-HGNC_3688-Orphanet_3157-HP_0000006-GENCC_100009	HGNC:3688	FGFR1	MONDO:0008428	septooptic dysplasia	Orphanet:3157	Orphanet:3157	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3688	FGFR1	Orphanet:3157	Septo-optic dysplasia spectrum	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	22319038[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16046	2021-09-14
GENCC_000110-HGNC_3690-Orphanet_2363-HP_0000006-GENCC_100009	HGNC:3690	FGFR3	MONDO:0007872	LADD syndrome	Orphanet:2363	Orphanet:2363	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3690	FGFR3	Orphanet:2363	Lacrimoauriculodentodigital syndrome	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	16501574[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16047	2021-09-14
GENCC_000110-HGNC_3754-Orphanet_2301-HP_0000007-GENCC_100009	HGNC:3754	FLNA	MONDO:0014097	congenital short bowel syndrome	Orphanet:2301	Orphanet:2301	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:3754	FLNA	Orphanet:2301	Congenital short bowel syndrome	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	23037936[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16058	2021-09-14
GENCC_000110-HGNC_3754-Orphanet_75497-HP_0001417-GENCC_100009	HGNC:3754	FLNA	MONDO:0010586	X-linked Ehlers-Danlos syndrome	Orphanet:75497	Orphanet:75497	GENCC:100009	Supportive	HP:0001417	X-linked	GENCC:000110	Orphanet	HGNC:3754	FLNA	Orphanet:75497	X-linked Ehlers-Danlos syndrome	HP:0001417	X-linked inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	27739212[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16058	2021-09-14
GENCC_000110-HGNC_3767-Orphanet_3303-HP_0000006-GENCC_100009	HGNC:3767	FLT4	MONDO:0008542	tetralogy of fallot	Orphanet:3303	Orphanet:3303	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3767	FLT4	Orphanet:3303	Tetralogy of Fallot	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	30232381[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16061	2021-09-14
GENCC_000110-HGNC_3800-Orphanet_708-HP_0000006-GENCC_100009	HGNC:3800	FOXC1	MONDO:0011414	Peters anomaly	Orphanet:708	Orphanet:708	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3800	FOXC1	Orphanet:708	Peters anomaly	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	9620769[PMID]_11170889[PMID]_12614756[PMID]_18498376[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16064	2021-09-14
GENCC_000110-HGNC_3800-Orphanet_250923-HP_0000006-GENCC_100009	HGNC:3800	FOXC1	MONDO:0007119	isolated aniridia	Orphanet:250923	Orphanet:250923	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3800	FOXC1	Orphanet:250923	Isolated aniridia	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	19279310[PMID]_27124303[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16064	2021-09-14
GENCC_000110-HGNC_3808-Orphanet_708-HP_0000006-GENCC_100009	HGNC:3808	FOXE3	MONDO:0011414	Peters anomaly	Orphanet:708	Orphanet:708	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3808	FOXE3	Orphanet:708	Peters anomaly	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	27218149[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16067	2021-09-14
GENCC_000110-HGNC_3808-Orphanet_91387-HP_0000006-GENCC_100009	HGNC:3808	FOXE3	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	Orphanet:91387	Orphanet:91387	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3808	FOXE3	Orphanet:91387	Familial thoracic aortic aneurysm and aortic dissection	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	26854927[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16067	2021-09-14
GENCC_000110-HGNC_25396-Orphanet_2052-HP_0000007-GENCC_100009	HGNC:25396	FREM2	MONDO:0009046	Fraser syndrome	Orphanet:2052	Orphanet:2052	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:25396	FREM2	Orphanet:2052	Fraser syndrome	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	18671281[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16072	2021-09-14
GENCC_000110-HGNC_3960-Orphanet_791-HP_0000006-GENCC_100009	HGNC:3960	FSCN2	MONDO:0019200	retinitis pigmentosa	Orphanet:791	Orphanet:791	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:3960	FSCN2	Orphanet:791	Retinitis pigmentosa	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301590[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16075	2021-09-14
GENCC_000110-HGNC_4075-Orphanet_307-HP_0000006-GENCC_100009	HGNC:4075	GABRA1	MONDO:0009696	juvenile myoclonic epilepsy	Orphanet:307	Orphanet:307	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4075	GABRA1	Orphanet:307	Juvenile myoclonic epilepsy	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	23756480[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16089	2021-09-14
GENCC_000110-HGNC_4087-Orphanet_1945-HP_0000006-GENCC_100009	HGNC:4087	GABRG2	MONDO:0007295	childhood epilepsy with centrotemporal spikes	Orphanet:1945	Orphanet:1945	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4087	GABRG2	Orphanet:1945	Rolandic epilepsy	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	25726841[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16091	2021-09-14
GENCC_000110-HGNC_4170-Orphanet_79277-HP_0000007-GENCC_100009	HGNC:4170	GATA1	MONDO:0009902	cutaneous porphyria	Orphanet:79277	Orphanet:79277	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:4170	GATA1	Orphanet:79277	Congenital erythropoietic porphyria	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	24027798[PMID]_17148589[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16102	2021-09-14
GENCC_000110-HGNC_4195-Orphanet_552-HP_0000006-GENCC_100009	HGNC:4195	GCK	MONDO:0018911	maturity-onset diabetes of the young	Orphanet:552	Orphanet:552	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4195	GCK	Orphanet:552	MODY	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	21844708[PMID]_22498247[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16110	2021-09-14
GENCC_000110-HGNC_4208-Orphanet_289863-HP_0000005-GENCC_100009	HGNC:4208	GCSH	MONDO:0015010	atypical glycine encephalopathy	Orphanet:289863	Orphanet:289863	GENCC:100009	Supportive	HP:0000005	Unknown	GENCC:000110	Orphanet	HGNC:4208	GCSH	Orphanet:289863	Atypical glycine encephalopathy	HP:0000005	Unknown	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301531[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16112	2021-09-14
GENCC_000110-HGNC_4220-Orphanet_3250-HP_0000006-GENCC_100009	HGNC:4220	GDF5	MONDO:0008511	proximal symphalangism	Orphanet:3250	Orphanet:3250	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4220	GDF5	Orphanet:3250	Proximal symphalangism	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	18283415[PMID]_16892395[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16114	2021-09-14
GENCC_000110-HGNC_4220-Orphanet_63442-HP_0000006-GENCC_100009	HGNC:4220	GDF5	MONDO:0007114	Angel-shaped phalango-epiphyseal dysplasia	Orphanet:63442	Orphanet:63442	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4220	GDF5	Orphanet:63442	Angel-shaped phalango-epiphyseal dysplasia	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	15173244[PMID]_22828428[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16114	2021-09-14
GENCC_000110-HGNC_4220-Orphanet_93388-HP_0000006-GENCC_100009	HGNC:4220	GDF5	MONDO:0007215	brachydactyly type A1	Orphanet:93388	Orphanet:93388	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4220	GDF5	Orphanet:93388	Brachydactyly type A1	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20683927[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16114	2021-09-14
GENCC_000110-HGNC_4237-Orphanet_486-HP_0000006-GENCC_100009	HGNC:4237	GFI1	MONDO:0008742	autosomal dominant severe congenital neutropenia	Orphanet:486	Orphanet:486	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4237	GFI1	Orphanet:486	Autosomal dominant severe congenital neutropenia	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	12778173[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16118	2021-09-14
GENCC_000110-HGNC_4266-Orphanet_231671-HP_0000007-GENCC_100009	HGNC:4266	GHRHR	MONDO:0013006	isolated growth hormone deficiency type IB	Orphanet:231671	Orphanet:231671	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:4266	GHRHR	Orphanet:231671	Isolated growth hormone deficiency type IB	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	19762173[PMID]_22139958[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16123	2021-09-14
GENCC_000110-HGNC_4274-Orphanet_317-HP_0000006-GENCC_100009	HGNC:4274	GJA1	MONDO:0017851	erythrokeratodermia variabilis	Orphanet:317	Orphanet:317	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4274	GJA1	Orphanet:317	Erythrokeratodermia variabilis	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	25398053[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16125	2021-09-14
GENCC_000110-HGNC_4277-Orphanet_98984-HP_0000006-GENCC_100009	HGNC:4277	GJA3	MONDO:0011430	pulverulent cataract	Orphanet:98984	Orphanet:98984	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4277	GJA3	Orphanet:98984	Pulverulent cataract	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	22876138[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16127	2021-09-14
GENCC_000110-HGNC_4281-Orphanet_98984-HP_0000006-GENCC_100009	HGNC:4281	GJA8	MONDO:0011430	pulverulent cataract	Orphanet:98984	Orphanet:98984	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4281	GJA8	Orphanet:98984	Pulverulent cataract	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	18006672[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16128	2021-09-14
GENCC_000110-HGNC_4283-Orphanet_1175-HP_0001417-GENCC_100009	HGNC:4283	GJB1	MONDO:0010547	X-linked progressive cerebellar ataxia	Orphanet:1175	Orphanet:1175	GENCC:100009	Supportive	HP:0001417	X-linked	GENCC:000110	Orphanet	HGNC:4283	GJB1	Orphanet:1175	X-linked progressive cerebellar ataxia	HP:0001417	X-linked inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	23773993[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16129	2021-09-14
GENCC_000110-HGNC_4284-Orphanet_90636-HP_0000007-GENCC_100009	HGNC:4284	GJB2	MONDO:0019588	hearing loss, autosomal recessive	Orphanet:90636	Orphanet:90636	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:4284	GJB2	Orphanet:90636	Autosomal recessive non-syndromic sensorineural deafness type DFNB	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301607[PMID]_24148127[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16130	2021-09-14
GENCC_000110-HGNC_4285-Orphanet_90636-HP_0000007-GENCC_100009	HGNC:4285	GJB3	MONDO:0019588	hearing loss, autosomal recessive	Orphanet:90636	Orphanet:90636	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:4285	GJB3	Orphanet:90636	Autosomal recessive non-syndromic sensorineural deafness type DFNB	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	10587579[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16131	2021-09-14
GENCC_000110-HGNC_4286-Orphanet_317-HP_0000006-GENCC_100009	HGNC:4286	GJB4	MONDO:0017851	erythrokeratodermia variabilis	Orphanet:317	Orphanet:317	GENCC:100009	Supportive	HP:0000006	Autosomal dominant	GENCC:000110	Orphanet	HGNC:4286	GJB4	Orphanet:317	Erythrokeratodermia variabilis	HP:0000006	Autosomal dominant inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	23037955[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16132	2021-09-14
GENCC_000110-HGNC_4288-Orphanet_90636-HP_0000007-GENCC_100009	HGNC:4288	GJB6	MONDO:0019588	hearing loss, autosomal recessive	Orphanet:90636	Orphanet:90636	GENCC:100009	Supportive	HP:0000007	Autosomal recessive	GENCC:000110	Orphanet	HGNC:4288	GJB6	Orphanet:90636	Autosomal recessive non-syndromic sensorineural deafness type DFNB	HP:0000007	Autosomal recessive inheritance	GENCC:000110	Orphanet	GENCC:100009	Supportive	2021-09-14 00:00:00	-	-	20301607[PMID]_24148127[PMID]	https://www.orpha.net/orphacom/cahiers/docs/GB/Orphanet_Genes_inventory_R1_Ann_gen_EP_02.pdf	16133	2021-09-14
